customer_id,full_name,city,country,pets_owned,policies_owned,total_claims,total_claim_amount,total_premiums_paid
6923,David Gordon,Madisonton,India,0,0,0,,
6924,Meredith Jackson,Lake Paula,Comoros,0,0,0,,
6925,Michael Harper,West Garystad,Bahamas,0,0,0,,
6926,Christopher Giles,Berryside,Gibraltar,1,0,0,,
6927,Jorge Ford,Stephanieshire,Uruguay,0,0,0,,
6928,Jessica Mitchell,Jamesmouth,Saudi Arabia,1,1,1,666.02,905.7
6929,Misty Mccullough,South Brandon,Iceland,1,3,3,1619.12,3553.96
6930,Haley Williams,West Jessica,Nauru,1,0,0,,
6931,Elizabeth Tran,East Virginiashire,Russian Federation,4,5,7,5141.27,6271.87
6932,Marc Cannon,Lake Tracy,Guatemala,1,1,1,277.38,1612.8
6933,Jessica Mcdaniel,Port Allison,Antarctica (the territory South of 60 deg S),2,6,6,4106.53,7622.38
6934,Keith Rodriguez,North Ravenstad,Montserrat,2,1,3,1040.18,3985.8
6935,Lisa Fox,North Travis,Samoa,4,7,13,15539.03,10728.44
6936,Derek Jones,North Joseph,Turkmenistan,0,0,0,,
6937,Mark King,New Michael,Mali,1,0,0,,
6938,Kyle Davis,Greenhaven,Slovenia,1,3,7,2470.59,9091.75
6939,Michael Turner,Lake Brenda,Cook Islands,1,2,7,6463.37,16235.0
6940,Shelia Flores,West Thomas,Afghanistan,2,4,8,4762.47,6801.17
6941,Jean Barton,Hobbshaven,Burkina Faso,0,0,0,,
6942,Kimberly Frederick,Hopkinstown,Tajikistan,2,6,5,3634.54,5148.04
6943,William Berry,Kelleymouth,Turkmenistan,2,5,8,3958.88,7274.65
6944,Rebecca Nguyen,Keithberg,Uzbekistan,0,0,0,,
6945,Craig Hogan,Tammyshire,Antarctica (the territory South of 60 deg S),1,2,1,594.78,1565.44
6946,Mary Rivera,Rachelton,India,2,4,4,2450.26,3277.84
6947,Katelyn Burns,Hebertstad,Wallis and Futuna,1,1,2,1485.39,1952.96
6948,Steven Lin,Terriport,Nigeria,3,5,6,2437.58,6735.22
6949,James Jones,Mejiamouth,Guadeloupe,1,2,2,771.36,1207.57
6950,Shelly Valdez,Wilsonmouth,Malaysia,1,0,0,,
6951,Nicholas Freeman,Port Nicoleberg,Greece,0,0,0,,
6952,Kristen Clements,Lewisport,Kiribati,2,5,11,6564.12,7541.27
6953,Dorothy Martinez,Boyerside,Belarus,0,0,0,,
6954,Timothy Davis,East Yvetteview,Belarus,2,1,1,423.33,2160.02
6955,Rodney David,West Nina,Western Sahara,1,2,5,3727.93,4012.87
6956,Martha Cox,Gutierrezhaven,Thailand,1,2,4,1748.09,3876.49
6957,Mary Kerr,Lake Victor,Malta,1,4,7,3973.01,9813.63
6958,Colton Henry,East Melanie,Belarus,2,5,9,5712.4,5531.56
6959,Victoria Mejia,Millerville,Senegal,3,6,14,12000.75,24077.04
6960,Shannon Perry,Pettyside,Mauritania,1,0,0,,
6961,Karen Pham,Mackmouth,Dominica,1,3,2,784.64,2000.78
6962,Robert Wilson,Lake Debra,Montenegro,1,0,0,,
6963,Joshua Little,Lake Jennifer,Samoa,0,0,0,,
6964,Andrew Cruz,Johnathanhaven,Saint Kitts and Nevis,3,1,2,1718.26,355.74
6965,John Cross,East Debra,Peru,1,1,3,1201.62,1189.86
6966,Deborah Clements,West Julie,Myanmar,2,3,6,2591.12,2655.54
6967,Jason Wong,North Craig,Wallis and Futuna,1,1,2,1076.23,2160.02
6968,Steven Wall,Cassandraberg,Dominica,1,2,1,596.04,3373.72
6969,Anita Miller,Tammyton,Macao,1,1,2,1189.26,2258.62
6970,Aaron White,Jesustown,Haiti,2,8,12,10465.93,12812.09
6971,Lucas Strickland,Adamberg,Greece,1,3,5,4152.01,8408.53
6972,Alex Williams,Zacharyshire,Saint Barthelemy,1,1,4,1978.62,5168.0
6973,Monica Robertson,New Davidshire,Cocos (Keeling) Islands,1,2,3,2611.51,3328.65
6974,Stacey Hughes,Mistyton,Guatemala,2,6,9,4130.13,6065.26
6975,Julie Ward,West Henry,Denmark,1,2,2,351.41,432.74
6976,Julia Martinez,Port Briannaburgh,Samoa,2,3,8,2490.9,10395.52
6977,Sherry Wright,Jenniferport,Lithuania,2,3,4,1464.59,4672.34
6978,Douglas Mora,Morrisport,Barbados,1,1,2,2360.48,1026.46
6979,Gregory Glover,Matthewmouth,Ireland,1,1,0,,158.1
6980,Linda Williams,South Ronniemouth,Kyrgyz Republic,1,1,2,1204.56,2745.5
6981,John Gray,Port Stephanie,Saint Lucia,1,1,2,1097.45,422.66
6982,Victoria Peterson,Morganfort,Vietnam,1,3,6,2408.16,2149.98
6983,Kim Peck,New Christopher,Cape Verde,1,1,2,1216.75,2219.76
6984,Brooke Lewis,West Jessicachester,Ukraine,1,1,0,,1881.56
6985,Nicholas Reynolds,South Dakotaburgh,Bouvet Island (Bouvetoya),2,5,5,2051.43,7312.69
6986,Derrick Jackson,Janetborough,Austria,1,3,6,1918.71,6620.86
6987,Kenneth Alexander,New Neilton,Georgia,1,1,2,1691.17,238.68
6988,Jesse Patton,Munozfurt,American Samoa,1,2,4,674.41,1979.69
6989,Susan Pierce,Ginaport,American Samoa,1,2,6,5639.69,5441.64
6990,Gregory Smith,East Russelltown,Bouvet Island (Bouvetoya),1,2,2,2015.54,650.78
6991,Robert Miller,Cindyville,Bhutan,1,1,2,387.77,730.44
6992,Christina Morton,Michaelfort,Hong Kong,2,8,12,4461.31,12891.91
6993,Cynthia Hines,West Tyler,Svalbard & Jan Mayen Islands,1,2,5,2240.96,2090.5
6994,Christopher Griffin,Anthonyside,Nigeria,3,2,0,,437.39
6995,Robert Gibson,Hayesborough,United Kingdom,0,0,0,,
6996,Jonathan Powell,Lake Samantha,Togo,2,2,4,1864.73,1486.17
6997,Sarah Blake,North Colleenburgh,Mayotte,2,6,11,3445.56,13477.16
6998,Logan Kim,Samanthatown,Jersey,1,1,3,1692.43,1372.41
6999,Yolanda Collins,North Jennifer,Chad,1,0,0,,
7000,Craig Alvarez,New Amandatown,Indonesia,1,1,1,313.26,254.97
7001,Jesse Simmons,Davidville,Cook Islands,4,7,14,8401.65,11886.19
7002,David Gonzalez,Lake Nicholas,Faroe Islands,0,0,0,,
7003,Rachel Barnett,North Phillipchester,Myanmar,3,4,6,5525.08,14754.6
7004,Richard Ruiz,Port Masonbury,Lithuania,2,2,5,2751.67,5224.64
7005,Savannah Kim,North Juliemouth,Cameroon,1,0,0,,
7006,Curtis Davis,Stephenfort,Reunion,1,0,0,,
7007,Madison Franklin,East Karla,Tunisia,1,1,2,2228.92,711.48
7008,Amber Pacheco,Port Charles,Somalia,1,0,0,,
7009,Patrick Brown,Jonesside,Micronesia,1,1,1,483.29,573.61
7010,Peter Roberts,Robinchester,Montserrat,2,0,0,,
7011,Cathy Douglas,Timothyhaven,Isle of Man,2,2,4,1624.38,6387.84
7012,Christina Williams,North Lisaton,Italy,1,3,2,1267.25,1590.36
7013,Jessica Richards,Bishopberg,Germany,1,1,1,273.05,863.24
7014,Brandon Vargas,Manningshire,Costa Rica,1,2,4,2139.99,2331.0
7015,Michelle Shaw,Adamsfort,Georgia,0,0,0,,
7016,Jonathan Martinez,Hillstad,Dominica,0,0,0,,
7017,Kimberly Moon,Chaneyview,Pakistan,1,0,0,,
7018,Kelli Young,Juanberg,Bosnia and Herzegovina,2,2,5,2905.09,1665.75
7019,Cindy Delgado,West Kevinton,Comoros,1,2,2,3436.96,6009.7
7020,Joseph Stevenson,West Rebeccaton,Hong Kong,1,2,5,2361.07,2035.76
7021,Danielle Young,Bryanberg,Japan,1,1,4,2362.65,4575.48
7022,Stacy Clark,Lake Danieltown,Monaco,1,4,3,1236.54,4625.03
7023,Charles Warner,North Stephanie,Isle of Man,1,6,9,4753.21,11065.16
7024,Kimberly Flowers,Elizabethberg,Niger,1,0,0,,
7025,Sean Romero,North Kelsey,Libyan Arab Jamahiriya,1,1,2,469.1,532.38
7026,Frank Hill,Wubury,Niue,1,0,0,,
7027,Michael Schaefer,Gonzalezside,Jordan,1,0,0,,
7028,Kathleen Kelly,New Stacyhaven,Equatorial Guinea,2,3,4,1549.76,3806.16
7029,Stephen Brown,East Jennifer,Myanmar,1,2,3,1423.5,3404.32
7030,Sandy Guerrero,North Jerrymouth,Thailand,1,2,7,2810.96,10641.58
7031,Justin Moore,East Elizabeth,British Indian Ocean Territory (Chagos Archipelago),1,3,4,1199.52,4049.47
7032,Erik Miller,Oliviashire,Ethiopia,1,2,1,552.46,641.32
7033,Steven Singh,East Russell,Japan,1,0,0,,
7034,Dustin Hale,North Derrickport,Japan,0,0,0,,
7035,Theresa Dawson,Branditown,Canada,2,1,1,73.06,873.5
7036,Jeanette Smith,Taylorfort,Eritrea,1,4,3,1402.29,6793.21
7037,Theresa Jarvis,Micheletown,Antarctica (the territory South of 60 deg S),3,4,6,3634.7,9067.09
7038,Raymond Swanson,Taylorhaven,Nigeria,1,0,0,,
7039,Lindsey Rodriguez,East Kevin,Kazakhstan,0,0,0,,
7040,Terry Torres,Stephanieshire,Congo,1,2,3,1016.66,3144.61
7041,Christina Jacobs,Morrisburgh,Ecuador,1,2,6,3802.35,4513.74
7042,Allen Nguyen,Foxville,French Guiana,0,0,0,,
7043,Samuel Moses,Edwardsmouth,Burkina Faso,1,2,4,1935.28,3499.65
7044,Timothy Scott,Lake Alyssa,Azerbaijan,1,2,2,912.61,404.9
7045,Mark Poole,Lestad,Senegal,1,1,2,658.63,1575.42
7046,Theresa Velazquez,Michaelside,Saint Kitts and Nevis,1,3,7,6238.48,11422.48
7047,Erica Jacobs,Perezshire,Western Sahara,3,4,5,2200.09,5445.39
7048,Benjamin Davis,Seanton,Mayotte,1,2,2,1517.3,4168.92
7049,Nancy Randall,North James,Hong Kong,1,2,2,810.84,3646.45
7050,Virginia Bowers,Alejandroland,Syrian Arab Republic,4,4,7,5242.01,4421.84
7051,Joanne Thompson,Williamstown,United Kingdom,1,0,0,,
7052,Anthony Gray,Port Gregory,Somalia,2,4,11,5456.24,17059.1
7053,Jonathan Archer,Austinland,Panama,0,0,0,,
7054,Matthew Howard,South Brettfurt,Seychelles,4,7,8,6148.51,10009.63
7055,Diane Knapp,East Thomas,Malta,0,0,0,,
7056,Anthony Phillips,Lake Davidhaven,Isle of Man,0,0,0,,
7057,Jerome Kirk,West Brandon,Mauritius,0,0,0,,
7058,David Gibbs,Markport,Bahrain,1,1,1,283.34,1032.5
7059,Samuel Gordon,Millerview,Congo,1,2,3,1966.58,722.15
7060,Ricky Arnold,Acostaberg,Mauritania,1,1,2,447.94,3452.96
7061,Bobby Cross,Jamestown,Pitcairn Islands,0,0,0,,
7062,Zachary George,Lake Matthew,Korea,0,0,0,,
7063,Lauren Reid,West Susanfort,Heard Island and McDonald Islands,2,0,0,,
7064,Melissa Salazar,Jonathanview,Panama,1,2,1,941.43,1983.1
7065,Hailey Barnett,New Tracey,Papua New Guinea,2,2,1,584.5,615.13
7066,Debra Ramos,Thomasfort,American Samoa,1,2,7,4042.96,15014.76
7067,Alan Greene,Robertmouth,Wallis and Futuna,3,4,8,4205.03,4394.88
7068,Katrina Delgado,Jorgeland,Burkina Faso,0,0,0,,
7069,George Flores,Carsonburgh,Ukraine,1,3,2,1591.63,3193.86
7070,Douglas Bonilla,New Wendyport,Indonesia,1,1,3,1235.39,1513.08
7071,Barry Avila,Carsonville,Slovenia,2,1,0,,619.7
7072,Dalton Moon,Susanmouth,Italy,1,1,0,,2106.98
7073,Chelsea Tucker,Hannahland,Mali,1,3,4,5581.92,5380.14
7074,Heather Lynch,Port Henry,Cyprus,1,2,3,1475.27,1942.06
7075,Nicole Zamora,Bryanfort,Pitcairn Islands,1,3,5,3318.27,3286.34
7076,Elizabeth Jones,Sanchezfurt,Macao,1,2,2,757.64,3897.89
7077,Tara Church,Hornport,United States of America,2,3,3,980.92,2104.04
7078,Alexa Olson,New Amyberg,British Virgin Islands,2,2,5,2456.94,4084.72
7079,Charles Clark,Cameronmouth,Grenada,3,5,8,6006.69,8265.49
7080,Heather Wallace,Jessicaville,Vanuatu,1,2,4,2495.07,5938.38
7081,Andrew Holland,South Mary,Ghana,2,2,1,174.53,957.2
7082,Brandon Ruiz,Craigburgh,Luxembourg,1,3,6,2959.87,6219.38
7083,Nathaniel Hayes,Robertfort,Brazil,1,2,3,1576.3,4140.42
7084,Mary Vazquez,New Danielle,Faroe Islands,3,6,4,4931.99,5413.87
7085,Tyler Hughes,North Jacobtown,Reunion,1,2,5,4612.48,3171.57
7086,Marissa Brown,North Zachary,Morocco,2,4,10,4405.81,8817.68
7087,Wendy Anderson,Harrisside,Sri Lanka,1,2,1,514.39,1202.25
7088,Thomas Green,Josephshire,Central African Republic,2,7,6,2321.69,5513.67
7089,Brian Lee,West Angelastad,Jersey,0,0,0,,
7090,Victoria Myers,East Laurieport,Belarus,2,1,2,2183.2,660.66
7091,Derek Morgan,Thomasfort,Saint Kitts and Nevis,1,4,6,7670.89,4039.98
7092,Erika Patel,New Brettton,Niue,1,2,2,819.84,2158.59
7093,Darrell Taylor,Ericfurt,Latvia,0,0,0,,
7094,Zachary Solis,Taraborough,Saint Martin,0,0,0,,
7095,Christopher Jennings,Joelbury,Guam,0,0,0,,
7096,Jenna George,West Marcus,Greenland,1,1,3,1972.45,507.21
7097,Justin Kennedy,Heidiburgh,Afghanistan,0,0,0,,
7098,Derrick Rodriguez,Michelleview,Slovakia (Slovak Republic),2,3,7,5935.35,6878.12
7099,Rhonda Richardson,South Dannystad,Panama,1,1,2,2861.57,1328.36
7100,Jennifer Morgan,Nelsonmouth,Mongolia,1,1,2,284.35,765.02
7101,Stephen Gordon,Hodgesfort,Bulgaria,1,3,6,1902.06,3892.99
7102,Frank Love,East Tannermouth,Dominican Republic,2,3,4,1745.79,4274.42
7103,Denise Dixon,Toddfort,Congo,1,3,4,3509.25,6552.12
7104,Savannah Tate,Melaniemouth,Kazakhstan,0,0,0,,
7105,Patrick Jenkins,Seanmouth,Albania,1,4,6,4676.63,5841.12
7106,Brandon Jarvis,East Logan,Iran,1,2,6,4577.29,2148.99
7107,Kenneth Cortez,North Madisonton,Saint Barthelemy,2,3,3,498.61,2685.11
7108,Lauren Oconnor,Lake Nathaniel,Saint Martin,1,1,5,2970.95,3782.7
7109,Aaron Sullivan,Cherylhaven,Slovenia,1,3,6,2896.39,4964.04
7110,Joel Robbins,West Sharonburgh,Costa Rica,0,0,0,,
7111,Michelle Norman,Parrishtown,Cape Verde,1,1,0,,736.58
7112,Gerald Haynes,East Tylerside,New Zealand,1,1,2,2795.95,2407.86
7113,Monica Watson,Lake Seantown,Antarctica (the territory South of 60 deg S),3,4,7,2469.63,15396.56
7114,Eric Potts,South Micheal,Colombia,1,1,2,1890.81,483.04
7115,Lauren Acosta,South Jeremyberg,Yemen,1,2,2,1337.68,1425.4
7116,Kenneth Young,South Kevin,Mongolia,2,8,21,7544.79,18144.08
7117,Albert Cook,North Jonborough,Germany,0,0,0,,
7118,Christopher Taylor,Lake Monica,Croatia,2,4,3,3447.93,3979.62
7119,Dominique Cole,New Marioland,Nigeria,3,6,7,3933.4,8079.39
7120,Renee Gonzalez,North Michelle,Japan,1,1,2,609.8,774.76
7121,David Lee,North Marcus,Syrian Arab Republic,1,2,1,225.0,1249.29
7122,Laura Meyer,Jeffreyfurt,Greece,0,0,0,,
7123,Deborah Arnold,South Veronicamouth,Niger,1,2,3,2613.15,783.06
7124,Jennifer Carter,Raymondshire,Hong Kong,1,0,0,,
7125,Mark Calhoun,Leebury,Saint Martin,0,0,0,,
7126,Patricia Smith,Port Brandon,Malawi,2,4,7,2743.51,6872.46
7127,Kenneth Burton,New Robert,Cocos (Keeling) Islands,1,3,4,1673.11,4100.66
7128,Susan Bell,South Valeriebury,Christmas Island,2,1,1,1852.83,584.43
7129,Donald Wilcox,North Christopher,Saint Martin,1,0,0,,
7130,Julie Phillips,Sarahside,Mozambique,1,0,0,,
7131,Theresa Evans,West Sarah,Anguilla,0,0,0,,
7132,Andre Johnson,Fosterhaven,Chile,3,2,4,1740.41,5948.04
7133,Jessica Lopez,New Madeline,Namibia,1,1,1,669.3,790.3
7134,Kyle Mitchell,Malloryburgh,Palestinian Territory,2,3,4,3005.95,5652.34
7135,James Long,West Lance,Guinea,1,1,0,,199.81
7136,Kim Maxwell,South Stevenberg,Antigua and Barbuda,2,4,2,761.85,2809.59
7137,Samantha Madden,Port Kimberly,Martinique,2,2,4,2260.74,887.5
7138,Rachael Santana,Michaelberg,Armenia,0,0,0,,
7139,Gary Nichols,Rodriguezfurt,Ukraine,1,0,0,,
7140,Donna Wilson,Leslieport,El Salvador,2,4,7,3671.79,8895.92
7141,Sarah Smith,Ramirezhaven,Greenland,0,0,0,,
7142,Katie Coleman,Wrightville,Cocos (Keeling) Islands,1,2,3,1207.14,1783.48
7143,Kristen Miller,South Frank,French Guiana,2,2,2,447.82,5708.86
7144,Logan Cobb,Skinnerport,Korea,3,7,14,8806.53,8397.3
7145,Theresa Sexton,West Nicholas,Monaco,1,1,2,2694.53,1843.2
7146,Kristin Wilkerson,North Caitlynville,Korea,0,0,0,,
7147,Marco Myers,Port Patricialand,Cook Islands,1,2,0,,2350.11
7148,Janice Gutierrez,Guzmanville,Kyrgyz Republic,3,5,5,4124.81,3576.92
7149,Patrick Moody,East Madeline,Lithuania,0,0,0,,
7150,Christopher Price,East Henrybury,Guinea,2,3,12,6418.49,12187.84
7151,Mary Stokes,East Karen,Haiti,1,3,6,3730.19,5263.38
7152,Kelly Young,Websterberg,Tonga,2,3,4,4258.54,2009.58
7153,Christopher Cooper,Mooreland,Morocco,1,2,4,1318.64,2729.41
7154,Lauren Black,West David,Lesotho,3,6,15,6081.74,11019.21
7155,Albert Weiss,South Amanda,Anguilla,3,5,8,3212.15,9003.32
7156,Benjamin Warren,Port Ronaldstad,United Kingdom,1,2,1,160.53,1539.35
7157,Donald Pena,North Jennifer,Christmas Island,3,3,5,2458.28,6933.05
7158,Megan Brown,Hopkinsburgh,Kyrgyz Republic,1,2,2,1775.51,4038.4
7159,Christopher Thompson,Lake Brittany,Armenia,1,3,6,2982.92,5830.03
7160,Jay Abbott,West Christina,Norway,2,3,3,2153.48,3215.02
7161,Lindsey Roberson,Rachaelshire,Tajikistan,1,0,0,,
7162,Katherine Wolf,West Samanthashire,Greece,1,2,4,3288.24,4095.34
7163,Nathan Martinez,West Sarahfurt,Palestinian Territory,1,2,4,1283.79,2602.9
7164,Mary Pope,East Stephaniefurt,Anguilla,1,1,0,,861.6
7165,Wyatt Perry,New Mary,Greece,3,6,9,5727.15,8009.54
7166,Nancy Baker,Lake Christopherberg,Northern Mariana Islands,2,2,8,7479.84,4950.32
7167,Joseph Ferrell,Morganfurt,Nicaragua,1,0,0,,
7168,Alexander White,Lake Williamside,Algeria,1,1,4,1093.57,8095.08
7169,Laura Smith,Friedmanchester,Togo,0,0,0,,
7170,John Molina,New Paigemouth,Angola,1,0,0,,
7171,Angela Watkins,Port Jerrytown,Netherlands,1,1,2,2603.43,672.48
7172,Mary Nichols,Port Robinmouth,Djibouti,2,1,2,865.78,4360.5
7173,Hannah Cox,Vegaland,Spain,3,5,9,4976.15,9851.59
7174,Anna Berry,Heathershire,Mauritania,3,8,12,7296.83,13304.83
7175,Cody Schaefer,Brittanyville,Micronesia,1,2,5,2081.7,8538.79
7176,Amy Baird,Lake Damon,Australia,2,4,2,1833.93,4079.43
7177,Andrea Padilla,Port Sandra,Paraguay,1,0,0,,
7178,Sean White,Wallside,Yemen,2,3,4,513.46,5557.33
7179,Megan Gonzalez,Port Candace,Micronesia,1,1,2,1793.87,3725.7
7180,Thomas Hall,Lake Paul,Seychelles,1,0,0,,
7181,Tamara Morgan,West Johnburgh,Equatorial Guinea,1,2,3,748.82,2130.6
7182,Michael Shepard,South Jennifer,Guernsey,0,0,0,,
7183,Clayton Jackson,East Scott,Zimbabwe,2,3,4,1053.09,1214.35
7184,Bianca Lee,Powellshire,Lithuania,0,0,0,,
7185,Kendra Thomas,South Matthewview,Sudan,1,1,0,,174.25
7186,Kathleen Taylor,South Jennifer,Canada,1,2,1,787.12,1035.45
7187,Michelle Lopez,Lake Shari,Antigua and Barbuda,0,0,0,,
7188,Joseph Gross,Stephanieport,Guinea,1,1,1,87.0,434.31
7189,Heidi Jenkins,North Randall,Netherlands,1,1,1,623.25,1527.89
7190,Garrett Mcintosh,Raymondside,Russian Federation,0,0,0,,
7191,Dawn Chambers,Hollandmouth,China,1,0,0,,
7192,William Robinson,Reyestown,Togo,3,5,7,4490.22,12400.24
7193,Tara Stout,Mclaughlinburgh,Saint Pierre and Miquelon,2,3,5,2458.66,5665.32
7194,Jacob Parker,Ericksonbury,Solomon Islands,1,2,2,1567.36,3983.27
7195,Alan Montgomery,New Carrieside,South Georgia and the South Sandwich Islands,1,2,3,1387.01,2235.63
7196,Joshua Long,North Williechester,Panama,1,1,1,283.37,1969.43
7197,Ryan Browning,Lake Justinside,Nigeria,0,0,0,,
7198,Michelle Perez,Garyburgh,Hungary,2,2,5,2632.05,12347.17
7199,Gina Grimes,Port Michelleport,Argentina,2,2,2,2132.14,5132.1
7200,Lisa Banks,East Valerieberg,French Polynesia,1,5,5,1626.48,3253.95
7201,John White,Taylortown,Sao Tome and Principe,0,0,0,,
7202,William Livingston,West Aprilborough,Haiti,1,1,2,1317.66,1793.6
7203,Ann Mitchell,Ashleyville,Brazil,4,2,5,3304.99,1964.55
7204,Jennifer Baker,New Rebeccahaven,Djibouti,4,11,17,12868.94,15308.61
7205,Jeremy Martinez,Kristenshire,Chad,2,6,7,4184.07,3761.65
7206,Angela Mclean,Port Virginiamouth,Slovakia (Slovak Republic),1,0,0,,
7207,Christine Aguilar,Wheelerland,Barbados,1,3,3,2503.71,3988.65
7208,Kristin Norman,West Shaun,Lithuania,1,3,9,4485.33,3440.54
7209,Scott Villanueva,Lake Jesse,Slovenia,3,7,13,11546.96,9575.17
7210,Timothy Hurst,North Arielstad,Estonia,1,2,6,3123.82,3022.32
7211,Douglas Contreras,Thompsonberg,Rwanda,1,5,6,5957.69,5151.72
7212,Vicki Pope,Hesterborough,Cape Verde,1,3,5,7374.2,5657.98
7213,Cassandra Casey,New Emilyton,Puerto Rico,1,3,4,4798.5,13023.66
7214,Roy Dorsey,West Michaelland,Guernsey,1,1,1,370.61,811.25
7215,Emily Sullivan,Steventon,Martinique,1,0,0,,
7216,Carla Williams,Michaelshire,American Samoa,1,2,2,1494.11,502.39
7217,Jaime Downs,Cardenasberg,Tonga,1,0,0,,
7218,Erica Stewart,Lake Robinborough,Mali,0,0,0,,
7219,Cindy Long,Lopezport,Namibia,1,1,2,637.11,2102.92
7220,Denise Cole,Port Jenniferton,Ukraine,1,2,4,1890.59,7585.14
7221,Alexander Rivera,Port Phillipview,Estonia,1,3,4,2648.22,6154.06
7222,William Williams,Bobville,Jordan,1,1,0,,1257.98
7223,Paul Mayer,North Judy,Denmark,0,0,0,,
7224,Jennifer Huynh,South Dennishaven,Lao People's Democratic Republic,1,0,0,,
7225,Brian King,Lewisbury,French Southern Territories,1,0,0,,
7226,Joseph Smith,South Josephfurt,Tunisia,1,1,2,867.22,1859.1
7227,Daniel White,North Patrick,Lao People's Democratic Republic,1,0,0,,
7228,Shelby Smith,Blankenshipville,Cyprus,1,1,3,1769.89,5088.75
7229,Natalie Chandler,Garciachester,Brunei Darussalam,1,1,3,1951.75,1254.6
7230,Robin Todd,Lisaview,Albania,1,1,3,1879.79,1432.08
7231,Marcus Miller,Annaport,Cayman Islands,0,0,0,,
7232,Sara Sims,Port Patriciaville,Reunion,2,4,8,5636.16,7929.08
7233,James Ewing,North Robertborough,Seychelles,1,3,9,7042.63,13270.14
7234,Hunter Ingram,Carolynstad,Saint Barthelemy,0,0,0,,
7235,Antonio Luna,New Benjaminmouth,Malaysia,1,2,3,1716.39,2628.38
7236,Lauren Smith,East Derekfort,Serbia,1,2,4,2230.57,3631.8
7237,Ellen Werner,North Laurafurt,Cuba,1,1,1,1433.94,527.94
7238,Travis Lee,North Deborah,Australia,4,6,9,3697.27,4199.57
7239,Kimberly Pittman,Orozcoview,Guinea-Bissau,2,2,6,2604.33,4788.88
7240,Joseph Flores,Huangchester,Anguilla,1,1,1,445.19,2138.75
7241,Daniel Bryant,Theresaburgh,Holy See (Vatican City State),2,2,5,1785.67,5806.08
7242,Bridget Smith,South Miguelchester,American Samoa,1,1,3,2015.54,4285.44
7243,Robert Williams,New Jeffrey,Paraguay,1,5,12,9235.25,19013.57
7244,Debbie Smith,East Daniel,Mongolia,2,1,0,,1838.08
7245,Randy Ford,West Beth,Latvia,1,3,6,2901.46,8913.71
7246,Rhonda Freeman,Michellefort,Holy See (Vatican City State),0,0,0,,
7247,Sarah Scott,Port Sandraberg,Malaysia,2,8,16,10562.71,19017.03
7248,Charles Hernandez,Walkertown,Eritrea,1,1,3,2086.26,6995.04
7249,John Jones,North Jimshire,Azerbaijan,0,0,0,,
7250,James Kirk,West Tamaraville,Equatorial Guinea,0,0,0,,
7251,Nancy Watkins,Kimberlyberg,Ukraine,2,6,14,8512.2,14919.68
7252,Sheena Hall,South Antonio,United States Virgin Islands,0,0,0,,
7253,Alice Eaton,Leebury,Morocco,1,1,1,2326.48,2017.44
7254,Angelica Ortiz,Calhounfurt,Korea,0,0,0,,
7255,Brandi Stanley,Charlesborough,Singapore,0,0,0,,
7256,James Williamson,Paulview,Somalia,3,9,22,14053.2,26411.1
7257,Jonathan Payne,Port Cheryl,Trinidad and Tobago,1,2,4,4166.86,1204.12
7258,Nichole Acevedo,Gutierreztown,Armenia,2,0,0,,
7259,Rachel Ramirez,Lake Charles,Tajikistan,2,5,9,6496.86,8398.25
7260,Allison Barton,New Alicia,Antarctica (the territory South of 60 deg S),1,1,1,226.79,991.52
7261,Shannon Evans,New Holly,Bahamas,1,0,0,,
7262,Dillon Daniel,Basschester,Chile,1,4,8,6959.16,5678.4
7263,Kevin Jones,Johnsonburgh,Aruba,1,2,4,1666.89,2410.2
7264,Jeffery Cain,Colinport,Botswana,1,0,0,,
7265,Kimberly Whitaker,Malonemouth,Venezuela,1,3,9,3886.47,8921.64
7266,Julie Bradford,Drakemouth,Taiwan,1,2,2,640.86,1927.7
7267,Matthew Johnson,Thomaschester,Norway,0,0,0,,
7268,Paula Rice,Petersontown,Palestinian Territory,1,0,0,,
7269,Timothy Miller,North Thomas,Somalia,0,0,0,,
7270,James Bird,West Christopherside,Uruguay,0,0,0,,
7271,Paul Arias,Port Chad,Comoros,1,2,2,616.45,981.32
7272,Jennifer Ruiz,East William,Angola,1,2,2,964.76,1477.05
7273,Donna King,East Victoriahaven,Tunisia,4,5,10,8594.86,6347.51
7274,Michelle Smith,Williamchester,Togo,1,1,1,226.4,1776.25
7275,Melissa Griffin,Port Chad,Tokelau,1,2,1,556.6,2424.87
7276,Jennifer Bailey,Port Henryhaven,Paraguay,1,3,6,3871.29,7676.0
7277,Peter Savage,Gilmoreside,Svalbard & Jan Mayen Islands,1,1,2,2629.17,1866.68
7278,Andrea Hughes,New Donald,Congo,1,2,4,3053.13,2510.72
7279,Robyn Kelly,Carterstad,Benin,1,1,4,1318.79,1658.88
7280,April Webb,Samuelport,Senegal,0,0,0,,
7281,Tyler Carson,Port Reneetown,Zambia,0,0,0,,
7282,Kayla Rasmussen,Lake Kellyshire,Antarctica (the territory South of 60 deg S),2,4,2,781.02,3695.75
7283,Kayla Colon,South John,Micronesia,1,2,5,3290.36,12314.4
7284,Christine Dodson,Marshhaven,Wallis and Futuna,1,5,11,7483.78,15729.14
7285,Steven Mata,Silvaport,Namibia,1,3,4,2113.83,2377.89
7286,James Johnson,Baileyside,Ethiopia,2,4,8,3174.86,5219.04
